ParkName,ParkCode,LocationID,LocationNumber,LocationType,LocationDescription,StreamName,TributaryName,County,StretchNumber,ReachID,ReachLength_m,StreamWatershedArea_sqkm,PeriodID,tbl_SamplingPeriods_Season,tbl_SamplingPeriods_StartDate,tbl_SamplingPeriods_EndDate,EventID,tbl_SamplingEvents_Season,tbl_SamplingEvents_StartDate,tbl_SamplingEvents_EndDate,ChannelType,SiteNumber,SampleLocation,tbl_ShinerRiparianCorridor_Season,RiparianCover_0to25_m,RiparianCover_26to50_m,RiparianCover_51to75_m,RiparianCover_76to100_m,RiparianCover_GT100_m,StreamBankErosionCover
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct05,2005,10/5/2005 0:00:00,10/5/2005 0:00:00,main,5,R,2005,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep11,2007,9/11/2007 0:00:00,9/11/2007 0:00:00,main,2,L,2007,3,3,3,3,3,7
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep11,2007,9/11/2007 0:00:00,9/11/2007 0:00:00,main,3,L,2007,3,3,3,3,3,7
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep09,2008,9/9/2008 0:00:00,9/9/2008 0:00:00,main,3,L,2008,3,3,3,3,3,7
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep09,2008,9/9/2008 0:00:00,9/9/2008 0:00:00,main,4,R,2008,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep09,2008,9/9/2008 0:00:00,9/9/2008 0:00:00,main,5,R,2008,3,3,3,3,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep09,2009,9/9/2009 0:00:00,9/9/2009 0:00:00,main,1,L,2009,3,3,3,3,3,7
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2009Sep08,2009,9/8/2009 0:00:00,9/11/2009 0:00:00,TAPRShiner2009Sep09,2009,9/9/2009 0:00:00,9/9/2009 0:00:00,main,2,L,2009,3,3,3,3,3,7
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/8/2010 0:00:00,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/7/2010 0:00:00,main,3,L,2010,3,3,3,3,3,7
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/8/2010 0:00:00,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/7/2010 0:00:00,main,4,L,2010,3,3,3,3,3,7
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/8/2010 0:00:00,TAPRShiner2010Sep07,2010,9/7/2010 0:00:00,9/7/2010 0:00:00,main,5,L,2010,3,3,3,3,3,7
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/19/2013 0:00:00,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/18/2013 0:00:00,main,4,L,2013,4,4,4,4,4,7
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/19/2013 0:00:00,TAPRShiner2013Sep18,2013,9/18/2013 0:00:00,9/18/2013 0:00:00,main,5,L,2013,4,4,4,4,4,7
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2014Sept09,2014,9/9/2014 0:00:00,9/10/2014 0:00:00,TAPRShiner2014Sep09,2014,9/9/2014 0:00:00,9/9/2014 0:00:00,main,4,L,2014,4,4,4,4,4,7
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,8/30/2015 0:00:00,main,1,L,2015,-999,-999,-999,-999,-999,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,8/30/2015 0:00:00,main,1,R,2015,-999,-999,-999,-999,-999,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,8/30/2015 0:00:00,main,2,L,2015,4,4,4,4,4,5
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,8/30/2015 0:00:00,main,4,L,2015,4,4,4,4,4,7
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,9/2/2015 0:00:00,TAPRShiner2015Aug30,2015,8/30/2015 0:00:00,8/30/2015 0:00:00,main,5,L,2015,4,4,4,4,4,7
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2016Aug31,2016,8/31/2016 0:00:00,9/2/2016 0:00:00,TAPRShiner2016Sep01,2016,9/1/2016 0:00:00,9/1/2016 0:00:00,main,4,L,2016,3,3,3,3,3,6
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2016Aug31,2016,8/31/2016 0:00:00,9/2/2016 0:00:00,TAPRShiner2016Sep01,2016,9/1/2016 0:00:00,9/1/2016 0:00:00,main,5,L,2016,3,3,3,3,3,6
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/6/2017 0:00:00,TAPRShiner2017Sep06,2017,9/6/2017 0:00:00,9/6/2017 0:00:00,main,2,L,2017,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/6/2017 0:00:00,TAPRShiner2017Sep06,2017,9/6/2017 0:00:00,9/6/2017 0:00:00,main,3,L,2017,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/6/2017 0:00:00,TAPRShiner2017Sep06,2017,9/6/2017 0:00:00,9/6/2017 0:00:00,main,4,L,2017,3,3,3,3,3,6
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2017Sep05,2017,9/5/2017 0:00:00,9/6/2017 0:00:00,TAPRShiner2017Sep06,2017,9/6/2017 0:00:00,9/6/2017 0:00:00,main,5,L,2017,3,3,3,3,3,6
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/7/2018 0:00:00,TAPRShiner2018Sep04,2018,9/4/2018 0:00:00,9/4/2018 0:00:00,main,4,L,2018,4,4,4,4,4,7
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/11/2019 0:00:00,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/10/2019 0:00:00,main,2,L,2019,4,4,4,4,4,6
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/11/2019 0:00:00,TAPRShiner2019Sep10,2019,9/10/2019 0:00:00,9/10/2019 0:00:00,main,5,L,2019,4,4,4,4,4,7
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2022Aug16,2022,8/16/2022 0:00:00,8/17/2022 0:00:00,TAPRShiner2022Aug17,2022,8/17/2022 0:00:00,8/17/2022 0:00:00,main,4,L,2022,3,3,3,3,3,-999
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01lower,1,mainstem,Pasture Name: Brome,Creek 1 - Lower,,Chase,,TAPRLOW01,,,TAPRShiner2022Aug16,2022,8/16/2022 0:00:00,8/17/2022 0:00:00,TAPRShiner2022Aug17,2022,8/17/2022 0:00:00,8/17/2022 0:00:00,main,5,L,2022,3,3,3,3,3,-999
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct03,2002,10/3/2002 0:00:00,10/3/2002 0:00:00,main,1,R,2002,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct03,2002,10/3/2002 0:00:00,10/3/2002 0:00:00,main,2,L,2002,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct03,2002,10/3/2002 0:00:00,10/3/2002 0:00:00,main,2,R,2002,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct03,2002,10/3/2002 0:00:00,10/3/2002 0:00:00,main,3,L,2002,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct03,2002,10/3/2002 0:00:00,10/3/2002 0:00:00,main,4,L,2002,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct03,2002,10/3/2002 0:00:00,10/3/2002 0:00:00,main,4,R,2002,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct03,2002,10/3/2002 0:00:00,10/3/2002 0:00:00,main,5,L,2002,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2002Sep30,2002,9/17/2002 0:00:00,10/6/2002 0:00:00,TAPRShiner2002Oct03,2002,10/3/2002 0:00:00,10/3/2002 0:00:00,main,5,R,2002,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,main,1,L,2003,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,main,1,R,2003,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,main,2,L,2003,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,main,2,R,2003,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,main,3,L,2003,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,main,3,R,2003,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,main,4,L,2003,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,main,4,R,2003,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,main,5,L,2003,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2003Oct06,2003,10/6/2003 0:00:00,10/10/2003 0:00:00,TAPRShiner2003Oct08,2003,10/8/2003 0:00:00,10/8/2003 0:00:00,main,5,R,2003,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct07,2004,10/7/2004 0:00:00,10/7/2004 0:00:00,main,3,L,2004,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct07,2004,10/7/2004 0:00:00,10/7/2004 0:00:00,main,3,R,2004,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct07,2004,10/7/2004 0:00:00,10/7/2004 0:00:00,main,4,L,2004,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct07,2004,10/7/2004 0:00:00,10/7/2004 0:00:00,main,4,R,2004,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct07,2004,10/7/2004 0:00:00,10/7/2004 0:00:00,main,5,L,2004,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2004Oct04,2004,10/4/2004 0:00:00,10/7/2004 0:00:00,TAPRShiner2004Oct07,2004,10/7/2004 0:00:00,10/7/2004 0:00:00,main,5,R,2004,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct05,2005,10/5/2005 0:00:00,10/5/2005 0:00:00,main,3,L,2005,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct05,2005,10/5/2005 0:00:00,10/5/2005 0:00:00,main,3,R,2005,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct05,2005,10/5/2005 0:00:00,10/5/2005 0:00:00,main,4,L,2005,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct05,2005,10/5/2005 0:00:00,10/5/2005 0:00:00,main,4,R,2005,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct05,2005,10/5/2005 0:00:00,10/5/2005 0:00:00,main,5,L,2005,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2005Oct03,2005,10/3/2005 0:00:00,10/5/2005 0:00:00,TAPRShiner2005Oct05,2005,10/5/2005 0:00:00,10/5/2005 0:00:00,main,5,R,2005,3,3,3,3,3,2
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep11,2007,9/11/2007 0:00:00,9/11/2007 0:00:00,main,1,L,2007,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep11,2007,9/11/2007 0:00:00,9/11/2007 0:00:00,main,1,R,2007,3,3,3,3,3,4
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep11,2007,9/11/2007 0:00:00,9/11/2007 0:00:00,main,2,L,2007,3,3,3,3,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep11,2007,9/11/2007 0:00:00,9/11/2007 0:00:00,main,2,R,2007,3,3,3,3,3,3
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep11,2007,9/11/2007 0:00:00,9/11/2007 0:00:00,main,3,L,2007,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2007Sep09,2007,9/9/2007 0:00:00,9/13/2007 0:00:00,TAPRShiner2007Sep11,2007,9/11/2007 0:00:00,9/11/2007 0:00:00,main,3,R,2007,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep09,2008,9/9/2008 0:00:00,9/9/2008 0:00:00,main,1,L,2008,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep09,2008,9/9/2008 0:00:00,9/9/2008 0:00:00,main,1,R,2008,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep09,2008,9/9/2008 0:00:00,9/9/2008 0:00:00,main,2,L,2008,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep09,2008,9/9/2008 0:00:00,9/9/2008 0:00:00,main,2,R,2008,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep09,2008,9/9/2008 0:00:00,9/9/2008 0:00:00,main,3,L,2008,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep09,2008,9/9/2008 0:00:00,9/9/2008 0:00:00,main,3,R,2008,3,3,3,3,3,0
Tallgrass Prairie National Preserve,TAPR,TAPRShiner01middl,1,mainstem,Pasture Name: West Traps,Creek 1 - Middle,,Chase,,TAPRMID01,,,TAPRShiner2008Sep07,2008,9/7/2008 0:00:00,9/10/2008 0:00:00,TAPRShiner2008Sep09,2008,9/9/2008 0:00:00,9/9/2008 0:00:00,main,4,L,2008,3,3,3,3,3,0
